Time (s),AccY (g),AccZ (g),Torque (NÂ·m),Thrust (gf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Electrical Power (W)
1.0,0.6134432573237175,0.6737589642188138,-0.0,-0.0,0.9056605878084303,0.36456159397623145,-0.0,0.36612578272454366
0.7212110180718863,1.0,0.9564996476244622,0.4147509831688403,0.27878898192811385,0.7892496415828714,0.8205038021977351,0.5225923362561526,0.821631912357362
0.7540107514551283,0.9545213085194812,1.0,0.3659552180912834,0.2459892485448717,0.8251436825335288,0.766861858515441,0.46110895488727477,0.7680412736489737
0.3278159829831627,0.4545354615623576,0.4347630088172174,1.0,0.6721840170168374,0.3587419501247958,0.5361228486790983,0.7399852984955764,0.5356100826069992
-0.0,-0.0,-0.0,0.5123121426807873,1.0,-0.0,-0.0,0.12549142852817674,-0.0
0.913793279177763,0.7329737673438022,0.788089854933397,0.1282486917865494,0.08620672082223724,1.0,0.5055473760662869,0.16159523709976187,0.5069767212318601
0.6114568401455692,0.8478196045593729,0.8109391530101511,0.5780309409598745,0.3885431598544308,0.6691413190254167,1.0,0.7283274835338773,0.9990435660905657
0.46652684590563287,0.6468659438299543,0.6187270473336164,0.7936415335519712,0.5334731540943671,0.5105387143199572,0.7629759212352045,1.0,0.7622461851920532
0.6120422180769434,0.8486312642771336,0.8117155052441801,0.5771600813194264,0.38795778192305674,0.6697819211667467,0.9990426504489919,0.727230187583966,1.0
